Address,Year Built,Community,Management Company,Fee includes,Amenities,Condo Fee,Beds,Baths,Price,Link
"2951 Riverside Dr 207,Ottawa, ON K1V 8W6",1973,Riverisde Park / Mooney's Bay,Condo Management Group,"Air Conditioning, Amenities, Building Insurance, General, Maintenance and Repair, Heat, Hydro, Management Fee, Recreation Facilities,, Water/Sewer","Balcony, Outdoor Pool",$940,2,1,"$276,000",https://www.redfin.com/on/ottawa/2951-Riverside-Dr-K1V-8W6/unit-207/home/149336213
"2951 Riverside Dr 406,Ottawa, ON K1V 8W6",1973,Riverside Park/mooney's Bay,CMG,"Air Conditioning, Amenities, Building Insurance, Heat, Hydro,, Management Fee, Water/Sewer","Exercise Centre, Guest Suite, Outdoor Pool, Party Room, Recreation, Centre, Sauna, Tennis Court(S)",$940.41,2,1,"$333,000",https://www.redfin.com/on/ottawa/2951-Riverside-Dr-K1V-8W6/unit-406/home/149390914
"2951 Riverside Dr 304,Ottawa, ON K1V 8W6",1973,Riverside Park/monney’s Bay,Condo Mangment Group,"Air Conditioning, Building Insurance, Caretaker, Heat, Hydro,, Management Fee, Recreation Facilities, Water/Sewer","Exercise Centre, Guest Suite, Outdoor Pool, Party Room, Pool, Sauna",$840,1,1,"$330,000",https://www.redfin.com/on/ottawa/2951-Riverside-Dr-K1V-8W6/unit-304/home/149391298
"390 Booth St 304,Ottawa, ON K1R 7K6",2011,Little Italy/centre Town,DES Services Inc,"Building Insurance, Common Area Hydro, Garbage Removal, General, Maintenance and Repair, High Speed, Management Fee, Reserve Fund Allocation,, Storage, Water/Sewer",,$580,1,1,"$422,500",https://www.redfin.com/on/ottawa/390-Booth-St-K1R-7K6/unit-304/home/149432406
"330 Loretta Ave S 710,Ottawa, ON K1S 4E8",2010,Little Italy,CMG Condo Management Group,"Air Conditioning, Amenities, Building Insurance, Caretaker,, Management Fee, Recreation Facilities, Storage, Water/Sewer","Balcony, Elevator, Exercise Centre, Party Room, Storage Lockers",$379.59,1,1,"$490,000",https://www.redfin.com/on/ottawa/330-Loretta-Ave-S-K1Y-1L3/unit-710/home/149444734
"808 Bronson Ave 110,Ottawa, ON K1S 5A4",2012,Dows Lake,CI Property Management,"Building Insurance, Caretaker, Heat, Management Fee, Water/Sewer",Elevator,$444,1,1,"$482,000",https://www.redfin.com/on/ottawa/808-Bronson-Ave-K1S-5A4/unit-110/home/149445611
"300 Powell Ave 314,Ottawa, ON K1S 5T3",2004,Glebe Annex,A.J. Fitzsimmons,"Air Conditioning, Amenities, Building Insurance, Caretaker,, Heat, Management Fee, Reserve Fund Allocation, Snow Removal, Water/Sewer","Elevator, Storage Lockers",$633.35,1,1,"$475,000",https://www.redfin.com/on/ottawa/300-Powell-Ave-K1S-5T3/unit-314/home/149446992
"20 Viewpointe Pvt,Ottawa, ON K1Y 1M5",1976,Riverside Park North,Condo Management Group,"Amenities, General Maintenance and Repair, Landscape, Management, Fee, Recreation Facilities, Snow Removal","Balcony, Outdoor Pool, Patio, Water View",$320,3,1.5,"$614,300",https://www.redfin.com/on/ottawa/20-Viewpointe-Pvt-K1V-1M5/home/149466111
"7 Kippewa Dr 104,Ottawa, ON K1S 3G3",1987,Dow's Lake,CMG,"Building Insurance, Garbage Removal, General Maintenance and, Repair, Management Fee, Reserve Fund Allocation, Snow Removal, Water/Sewer","Balcony, Elevator",$869.08,2,2,"$500,000",https://www.redfin.com/on/ottawa/7-Kippewa-Dr-K1S-4G4/unit-104/home/149468352
"550 Cambridge St 405,Ottawa, ON K1S 5N3",1989,Dow's Lake,Carleton Condo Corp,"Building Insurance, Caretaker, Management Fee, Storage,, Water/Sewer","Elevator, Guest Suite, Security, Storage Lockers",$399,2,1.5,"$441,000",https://www.redfin.com/on/ottawa/550-Cambridge-St-S-K1S-5N3/unit-405/home/149477641
"540 Cambridge St S 409,Ottawa, ON K1S 5M7",1989,Glebe Annex,PPM,"Building Insurance, Caretaker, Management Fee, Water/Sewer","AC, Balcony, Elevator, Guest Suite, Storage Lockers",$431.66,2,2,"$451,000",https://www.redfin.com/on/ottawa/540-Cambridge-St-S-K1S-5M7/unit-409/home/149482763
"777A Springland Dr,Ottawa, ON K1V 6L9",1966,Mooney's Bay,Deerpark Management,"Building Insurance, General Maintenance and Repair, Landscape,, Management Fee, Reserve Fund Allocation, Snow Removal",,$412,3,1.5,"$504,500",https://www.redfin.com/on/ottawa/777-Springland-Dr-K1V-6L9/home/149531484
"13 Bayside Pvt,Ottawa, ON K1V 9R3",1978,Riverside Park,Self Managed,Other (See Remarks),,$100,4,2.5,"$871,000",https://www.redfin.com/on/ottawa/13-Bayside-Pvt-K1V-9R3/home/149742417
"2951 Riverside Dr 610,Ottawa, ON K1V 8W6",1973,Riverside Park/mooneys Bay,CMG Management,"Air Conditioning, Amenities, Building Insurance, Caretaker,, Common Area Hydro, Garbage Removal, General Maintenance and Repair, Heat,, Hydro, Landscape, Management Fee, Other (See Remarks), Recreation Facilities,, Reserve Fund Allocation, Snow Removal, Storage, Water/Sewer","Balcony, Exercise Centre, Multi Use Room, Outdoor Pool, Storage, Lockers","$1,271.29",3,2,"$495,000",https://www.redfin.com/on/ottawa/2951-Riverside-Dr-K1V-8W6/unit-610/home/149768915
"2951 Riverside Dr 208,Ottawa, ON K1V 8W6",1973,Riverside Park/mooneys Bay,Condo Mangment Group,"Air Conditioning, Building Insurance, Caretaker, Heat, Hydro,, Management Fee, Recreation Facilities, Water/Sewer","Exercise Centre, Guest Suite, Laundry, Party Room, Pool, Sauna,, Tennis Court(S)",$940,2,1,"$320,000",https://www.redfin.com/on/ottawa/2951-Riverside-Dr-K1V-8W6/unit-208/home/149816302
"2951 Riverside Dr 1214,Ottawa, ON K1V 8W6",1973,Mooney's Bay,Condominium Management Group,"Amenities, Building Insurance, Caretaker, Heat, Hydro,, Management Fee, Recreation Facilities, Reserve Fund Allocation","Exercise Centre, Guest Suite, Outdoor Pool, Party Room, Sauna,, Storage Lockers, Tennis Court(S)","$1,279",3,2,"$430,300",https://www.redfin.com/on/ottawa/2951-Riverside-Dr-K1V-8W6/unit-1214/home/149816503
"2951 Riverside Dr 1211,Ottawa, ON K1V 8W6",1973,Mooney's Bay,Condominium Management Group,"Air Conditioning, Amenities, Building Insurance, Caretaker,, Heat, Hydro, Management Fee, Recreation Facilities, Water/Sewer","Elevator, Guest Suite, Outdoor Pool, Party Room, Sauna, Storage, Lockers, Tennis Court(S)",$940.41,2,1,"$310,000",https://www.redfin.com/on/ottawa/2951-Riverside-Dr-K1V-8W6/unit-1211/home/149816575
"575 Byron Ave 203,Ottawa, ON K2A 1R7",2012,Westboro/mckellar,Apollo,"Building Insurance, Heat, Insurance, Management Fee, Reserve, Fund Allocation, Water/Sewer","Elevator, Music Room, Party Room, Rooftop Terrace",$464.36,1,1,"$560,100",https://www.redfin.com/on/ottawa/575-Byron-Ave-K2A-1R7/unit-203/home/149900801
"75 Cleary Ave 308,Ottawa, ON K2A 1R8",2011,"Woodroffe, Mckellar Park",Apollo Management,"Amenities, Building Insurance, Caretaker, Heat, Management Fee,, Water/Sewer","Exercise Centre, Party Room, Rooftop Terrace",$822,2,2,"$685,000",https://www.redfin.com/on/ottawa/75-Cleary-Ave-K2A-1R8/unit-308/home/149902493
"2019 Carling Ave 110,Ottawa, ON K2A 4A2",1985,Carlingwood,Berkley Management Company,"Air Conditioning, Amenities, Building Insurance, General, Maintenance and Repair, Management Fee, Recreation Facilities, Reserve Fund, Allocation, Water/Sewer","Elevator, Exercise Centre, Guest Suite, Outdoor Pool, Party Room,, Patio",$525,2,2,"$325,000",https://www.redfin.com/on/ottawa/2019-Carling-Ave-K2A-4A2/unit-110/home/149920279
"370 Dominion Ave 306,Ottawa, ON K2A 3X4",1975,Westboro,Apollo Property Management,"Amenities, Building Insurance, Caretaker, Common Area Hydro,, Garbage Removal, Landscape, Management Fee, Recreation Facilities, Reserve, Fund Allocation, Snow Removal, Storage, Water/Sewer","AC, Balcony, Elevator, Guest Suite, Indoor Pool, Laundry, Sauna",$803.47,2,2,"$660,000",https://www.redfin.com/on/ottawa/370-Dominion-Ave-K2A-3X4/unit-306/home/149936378
"370 Dominion Ave 302,Ottawa, ON K2A 3X4",1975,Westboro,Apollo Property Management,"Amenities, Caretaker, Common Area Hydro, Garbage Removal,, General Maintenance and Repair, Landscape, Recreation Facilities, Reserve Fund, Allocation, Snow Removal, Storage, Water/Sewer","Balcony, Deck, Elevator, Exercise Centre, Guest Suite, Indoor Pool,, Sauna",$789.90,2,2,"$640,000",https://www.redfin.com/on/ottawa/370-Dominion-Ave-K2A-3X4/unit-302/home/149936890
"401 Golden Ave 808,Ottawa, ON K2A 1H4",2009,Westboro,Condominium Management Group,"Building Insurance, Heat, Management Fee, Reserve Fund, Allocation, Water/Sewer","Elevator, Party Room, Storage Lockers",$742.29,2,2,"$664,000",https://www.redfin.com/on/ottawa/401-Golden-Ave-K2A-1H4/unit-808/home/150026763
"75 Cleary Ave 409,Ottawa, ON K2A 1R8",2011,Woodroffe,Apollo,"Amenities, Building Insurance, Caretaker, Heat, Management Fee,, Recreation Facilities, Snow Removal, Water/Sewer","Elevator, Exercise Centre, Party Room, Rooftop Terrace",$512.46,1,1,"$425,000",https://www.redfin.com/on/ottawa/75-Cleary-Ave-K2A-1R8/unit-409/home/150090922
"2019 Carling Ave 608,Ottawa, ON K2A 4A2",1985,Carlingwood,Berkley Mgmt Company,"Air Conditioning, Amenities, Building Insurance, Caretaker,, Management Fee, Recreation Facilities, Water/Sewer","Air Conditioning, Amenities, Building Insurance, Caretaker,, Management Fee, Recreation Facilities, Water/Sewer",$540.64,2,2,"$370,000",https://www.redfin.com/on/ottawa/2019-Carling-Ave-K2A-4A2/unit-608/home/150112806
"2019 Carling Ave 602,Ottawa, ON K2A 4A2",1985,Carlingwood,Berkley Management Company,"Air Conditioning, Amenities, Building Insurance, Caretaker,, Management Fee, Recreation Facilities, Water/Sewer","Elevator, Exercise Centre, Party Room, Patio, Pool",$565.63,2,2,"$405,000",https://www.redfin.com/on/ottawa/2019-Carling-Ave-K2A-4A2/unit-602/home/150112881
"2019 Carling Ave 209,Ottawa, ON K2A 4A2",1985,Carlingwood,Berkley management company,"Building Insurance, General Maintenance and Repair, Management, Fee, Reserve Fund Allocation, Water/Sewer","AC, Elevator, Exercise Centre, Guest Suite, Outdoor Pool, Party, Room, Workshop",$525.01,2,1.5,"$388,018",https://www.redfin.com/on/ottawa/2019-Carling-Ave-K2A-4A2/unit-209/home/150112909
"2019 Carling Ave 208,Ottawa, ON K2A 4A2",1985,Carlingwood,Berkley Management Company,"Building Insurance, Caretaker, Management Fee, Recreation, Facilities, Water/Sewer","AC, Elevator, Exercise Centre, Fire Place, Outdoor Pool, Party Room",$540.64,2,2,"$415,000",https://www.redfin.com/on/ottawa/2019-Carling-Ave-K2A-4A2/unit-208/home/150112939
"727 Richmond Rd 203,Ottawa, ON K2A 0G6",1984,Mckellar Park,Condominium Management Group,"Building Insurance, Caretaker, Management Fee, Recreation, Facilities, Reserve Fund Allocation, Water/Sewer","Balcony, Elevator, Exercise Centre, Sauna, Water View",$899.71,2,2,"$605,000",https://www.redfin.com/on/ottawa/727-Richmond-Rd-K2A-0G6/unit-203/home/150129643
"75 Cleary Ave 301,Ottawa, ON K2A 1R8",2011,Woodroffe,Apollo Management,"Building Insurance, Caretaker, Management Fee, Water/Sewer","Elevator, Exercise Centre, Party Room, Storage Lockers",$818.27,2,2,"$675,000",https://www.redfin.com/on/ottawa/75-Cleary-Ave-K2A-1R8/unit-301/home/150150629
"88 Richmond Rd 202,Ottawa, ON K1Z 0B1",2014,Westboro/hampton Park,Apollo Property Management,"Amenities, Building Insurance, Caretaker, Heat, Management Fee,, Recreation Facilities, Water/Sewer","Elevator, Exercise Centre, Party Room, Rooftop Terrace, Storage, Lockers",$440.84,1,1.5,"$480,000",https://www.redfin.com/on/ottawa/88-Richmond-Rd-K1Z-6V9/unit-202/home/160336179
"19 Melrose Ave 205,Ottawa, ON K1Y 1T8",2009,Hintonburg,Sentinal Management,"Building Insurance, Caretaker, Management Fee",,$703.41,2,1.5,"$860,000",https://www.redfin.com/on/ottawa/19-Melrose-Ave-K1Y-1T8/unit-205/home/165655483
"111 Champagne Ave 1404,Ottawa, ON K1S 5V3",2015,Little Italy/ Dow's Lake,Apollo Property Management,"Amenities, Building Insurance, Caretaker, Common Area Hydro,, General Maintenance and Repair, Heat, Management Fee, Reserve Fund Allocation,, Water/Sewer","Concierge Service, Elevator, Exercise Centre, Guest Suite, Outdoor, Kitchen, Storage Lockers, Theatre/Screening Room",$691,1,1,"$415,000",https://www.redfin.com/on/ottawa/111-Champagne-Ave-S-K1S-4P4/unit-1404/home/170471759
"485 Richmond Rd 3,Ottawa, ON K2A 3W9",2016,Westboro - West,Apollo,"Building Insurance, Caretaker, General Maintenance and Repair,, Landscape, Recreation Facilities, Snow Removal",,$950.26,2,2.5,"$1,000,000",https://www.redfin.com/on/ottawa/485-Richmond-Rd-K2A-3W9/unit-3/home/170474003
"515 Gladstone Ave 2,Ottawa, ON K1R 7T4",2018,Centretown,Condominium Management Group,"Amenities, Building Insurance, Caretaker, General Maintenance, and Repair, Management Fee, Reserve Fund Allocation, Snow Removal","Balcony, Storage Lockers",$485.56,2,2,"$601,000",https://www.redfin.com/on/ottawa/515-Gladstone-Ave-K1R-5N9/unit-2/home/170474229
"1308 Thames St 203,Ottawa, ON K1Z 7N4",2015,Carlington,Self Managed,"Building Insurance, Caretaker, Garbage Removal, Reserve Fund, Allocation, Snow Removal, Water/Sewer","Elevator, Intercom",$212.65,1,1,"$305,000",https://www.redfin.com/on/ottawa/1308-Thames-St-K1Z-7N4/unit-203/home/170474623
"111 Champagne Ave 1906,Ottawa, ON K1S 5V3",2015,Little Italy/dows Lake,Apollo Property Management,"Building Insurance, Caretaker, Heat, Management Fee, Water/Sewer","Elevator, Exercise Centre, Party Room, Rooftop Terrace, Security,, Storage Lockers, Theatre/Screening Room",$619.88,1,1,"$405,000",https://www.redfin.com/on/ottawa/111-Champagne-Ave-S-K1S-4P4/unit-1906/home/170475076
"98 Richmond Rd 601,Ottawa, ON K1Z 0B2",2013,Westboro,Apollo,"Air Conditioning, Amenities, Building Insurance, Heat,, Management Fee, Recreation Facilities, Storage, Water/Sewer","Balcony, Exercise Centre, Party Room, Rooftop Terrace, Storage, Lockers, Theatre/Screening Room, Whirlpool",$690.53,2,2,"$687,500",https://www.redfin.com/on/ottawa/98-Richmond-Rd-K1Z-6V9/unit-601/home/170476846
"88 Richmond Rd 205,Ottawa, ON K1Z 0B3",2015,Westboro,Apollo,"Amenities, Building Insurance, Caretaker, Heat, Management Fee,, Recreation Facilities, Water/Sewer","Exercise Centre, Outdoor Kitchen, Party Room, Rooftop Terrace,, Sauna, Theatre/Screening Room, Whirlpool",$448.38,1,1,"$446,500",https://www.redfin.com/on/ottawa/88-Richmond-Rd-K1Z-6V9/unit-205/home/170477292
"485 Richmond Rd 908,Ottawa, ON K2A 3W9",2016,Westboro,Apollo Management,"Amenities, Building Insurance, Caretaker, Management Fee,, Recreation Facilities, Reserve Fund Allocation","Elevator, Exercise Centre, Guest Suite, Outdoor Kitchen, Party, Room, Rooftop Terrace, Storage Lockers",$470.17,1,1,"$480,000",https://www.redfin.com/on/ottawa/485-Richmond-Rd-K2A-3W9/unit-908/home/170477663
"111 Champagne Ave S 702,Ottawa, ON K1S 5V3",,Ottawa,,,,,1,1,"$355,000",https://www.redfin.com/on/ottawa/111-Champagne-Ave-S-K1S-4P4/unit-702/home/170477957
"98 Richmond Rd 104,Ottawa, ON K1Z 0B2",2018,Westboro,Apollo,"Air Conditioning, Building Insurance, Caretaker, Heat,, Management Fee, Reserve Fund Allocation",,$399,1,1,"$357,500",https://www.redfin.com/on/ottawa/98-Richmond-Rd-K1Z-6V9/unit-104/home/170478683
"201 Parkdale Ave 1507,Ottawa, ON K1Y 1E8",2012,Hintonburg,Condominium Management Group,"Air Conditioning, General Maintenance and Repair, Heat,, Water/Sewer","Balcony, Elevator, Exercise Centre, Rooftop Terrace, Storage, Lockers, Theatre/Screening Room",$741,2,2,"$512,000",https://www.redfin.com/on/ottawa/201-Parkdale-Ave-K1Y-1E8/unit-1507/home/170478832
"201 Parkdale Ave 406,Ottawa, ON K1Y 1E8",2012,Tunney's Pasture,Condominium Management Group,"Air Conditioning, Building Insurance, Heat, Management Fee,, Recreation Facilities, Water/Sewer","Exercise Centre, Rooftop Terrace",$585.72,1,1,"$390,000",https://www.redfin.com/on/ottawa/201-Parkdale-Ave-K1Y-1E8/unit-406/home/170479215
"108 Richmond Rd 210,Ottawa, ON K1Z 0B3",2015,Westboro,APOLLO,"Air Conditioning, Building Insurance, Caretaker, Heat,, Management Fee, Water/Sewer",,$592,2,2,"$680,000",https://www.redfin.com/on/ottawa/108-Richmond-Rd-K1Z-6V9/unit-210/home/170479885
"88 Richmond Rd 108,Ottawa, ON K1Z 0B3",2015,Westboro,Apollo Property Management,"Amenities, Building Insurance, Caretaker, Heat, Management Fee,, Recreation Facilities, Water/Sewer","Exercise Centre, Party Room, Rooftop Terrace",$459.10,1,1,"$466,000",https://www.redfin.com/on/ottawa/88-Richmond-Rd-K1Z-6V9/unit-108/home/170480358
"111 Champagne Ave 501,Ottawa, ON K1S 4P4",2015,West Centre Town,Apollo,"Amenities, Building Insurance, Caretaker, Heat, Management Fee,, Recreation Facilities, Water/Sewer","AC, Balcony, Concierge Service, Elevator, Exercise Centre, Storage, Lockers, Theatre/Screening Room","$1,054.84",3,2,"$520,000",https://www.redfin.com/on/ottawa/111-Champagne-Ave-S-K1S-4P4/unit-501/home/170480789
"111 Champagne Ave 1909,Ottawa, ON K1S 5V3",,Ottawa,,,,,2,2,"$520,000",https://www.redfin.com/on/ottawa/111-Champagne-Ave-S-K1S-4P4/unit-1909/home/170480878
"203 Catherine St 201,Ottawa, ON K2P 1C3",2019,Centre Town,CAPITAL CONCIERGE,"Amenities, Building Insurance, Management Fee, Water/Sewer","Amenities, Building Insurance, Management Fee, Water/Sewer",$355.62,1,1,"$370,000",https://www.redfin.com/on/ottawa/203-Catherine-St-K2P-1C3/unit-201/home/170480929
"1433 Wellington St W 201,Ottawa, ON K1Y 2X4",2012,Wellington Village,Marek Prop Mgmt,"Amenities, Building Insurance, Caretaker, Heat, Management Fee,, Recreation Facilities, Water/Sewer","Amenities, Building Insurance, Caretaker, Heat, Management Fee,, Recreation Facilities, Water/Sewer",$397.45,1,1,"$378,750",https://www.redfin.com/on/ottawa/1433-Wellington-St-W-K1Y-2X3/unit-201/home/170481045
"111 Champagne Ave 405,Ottawa, ON K1S 5V3",2015,Little Italy / Dow's Lake,Apollo Property Management,"Amenities, Building Insurance, Caretaker, Heat, Management Fee,, Recreation Facilities, Reserve Fund Allocation, Water/Sewer","Balcony, Concierge Service, Elevator, Exercise Centre, Storage, Lockers, Theatre/Screening Room",$586.25,1,1,"$389,000",https://www.redfin.com/on/ottawa/111-Champagne-Ave-S-K1S-4P4/unit-405/home/170481086
"203 Catherine St 1109,Ottawa, ON K2P 1C3",2019,Centre Town,CAPITAL INTEGRAL PROPERTY MGMT,"Amenities, Building Insurance, Management Fee, Water/Sewer","Balcony, Laundry, Pool, Security, Storage Lockers",$527.88,2,1,"$470,000",https://www.redfin.com/on/ottawa/203-Catherine-St-K2P-1C3/unit-1109/home/171057916
"111 Champagne Ave 610,Ottawa, ON K1S 5V3",2015,Little Italy,Apollo,"Building Insurance, Caretaker, Management Fee, Water/Sewer","Concierge Service, Elevator, Exercise Centre, Guest Suite, Party, Room, Security, Theatre/Screening Room",$550,1,1,"$340,000",https://www.redfin.com/on/ottawa/111-Champagne-Ave-S-K1S-4P4/unit-610/home/171559058
"111 Champagne Ave S 409,Ottawa, ON K1S 5V3",2015,Little Italy,Apollo Property Management,"Air Conditioning, Amenities, Building Insurance, Heat,, Insurance, Water/Sewer","Concierge Service, Dining Room, Exercise Centre, Guest Suite,, Outdoor Kitchen, Party Room, Theatre/Screening Room",$864.30,2,2,"$450,000",https://www.redfin.com/on/ottawa/111-Champagne-Ave-S-K1S-4P4/unit-409/home/171850456
"203 Catherine St 716,Ottawa, ON K2P 1C3",2019,Centre Town,Capital Concierge,"Amenities, Building Insurance, Management Fee, Water/Sewer","AC, Balcony, Elevator, Exercise Centre, Outdoor Pool, Party Room,, Storage Lockers",$321,1,1,"$375,000",https://www.redfin.com/on/ottawa/203-Catherine-St-K2P-1C3/unit-716/home/172052677
"203 Catherine St 402,Ottawa, ON K2P 1C3",2019,Centretown,CAPITAL INTEGRAL PROPERTY MGMT,"Amenities, Building Insurance, General Maintenance and Repair,, Heat, Management Fee, Water/Sewer","Amenities, Building Insurance, General Maintenance and Repair,, Heat, Management Fee, Water/Sewer",$524.61,1,1,"$445,000",https://www.redfin.com/on/ottawa/203-Catherine-St-K2P-1C3/unit-402/home/172080624
"100 Champagne Ave 1004,Ottawa, ON K1S 4P4",2013,Little Italy - Dows Lake,Condo Management Group,"Building Insurance, Caretaker, Management Fee, Recreation, Facilities, Water/Sewer",,$573,2,2,"$625,000",https://www.redfin.com/on/ottawa/100-Champagne-Ave-S-K1S-4P4/unit-1004/home/172406521
